localidad,a_huelga,a_la_educacion,a_la_honra/_al_honor,a_la_identidad_cultural,a_la_informacion,a_la_integracion_de_discapacidad,a_la_integridad_fisica_y_psiquica,a_la_nacionalidad,a_la_participacion,a_la_salud,a_la_seguridad/vida_sin_violencia,a_la_seguridad_social,a_la_vida,a_la_vivienda_digna,a_sindicalizarse_y_a_la_negociacion_colectiva,a_sufragio/votar,acceso_a_informacion_publica,acceso_a_la_cultura,al_salario_equitativo,al_trabajo,amistad_civica,autonomia/libertad,bien_comun/comunidad,cambio_o_reforma_constitucional,ciudadania,congreso_o_parlamento_(estructura_y_funciones),contraloria_general/tribunales_de_cuentas,cumplimiento_de_las_leyes_y_normas,cumplimiento_de_obligaciones_fiscales,cumplimiento_de_tratados_y_obligaciones_internacionales,de_los_pueblos_indigenas,de_peticion_ante_las_autoridades,de_propiedad,de_proteccion_y_conservacion_de_patrimonio_historico_y_cultural,de_satisfacer_cargas_publicas,deberes_de_proteccion_de_conservacion_de_la_naturaleza,defensor_del_pueblo/ciudadano,democracia,derecho_de_asociacion,"derechos_del_nino,_nina_y_adolescente",desarrollo,descentralizacion,dignidad,diversidad,division_territorial,ejercicio_legitimo_y_no_abusivo_de_los_derechos,emprendimiento_libre,equidad_de_genero,estado_de_derecho,estado_de_excepcion,estado_laico,forma_de_estado:_federalismo/autonomias_regionales,fuerzas_armadas,gobierno_local/municipal,gobierno_nacional(estructura_y_funciones),gobierno_provincial,gobierno_regional,identidad_cultural,igualdad,igualdad_ante_la_ley,igualdad_ante_las_cargas_publicas,igualdad_ante_los_tributos,igualdad_de_acceso_a_la_justicia/debido_proceso,igualdad_de_genero,inclusion,innovacion/creatividad,integracion,jefatura_de_gobierno,juicio_politico_/acusacion_constitucional,justicia,justicia_constitucional,justicia_electoral,libertad_ambulatoria,libertad_de_conciencia,libertad_de_ensenanza,libertad_de_expresion,libertad_de_trabajo,libertad_personal,libre_iniciativa_economica_/_libre_empresa,ministerio_publico/_defensoria_publica,multiculturalidad,no_discriminacion,participacion,patriotismo,paz/convivencia_pacifica,"plebiscitos,_referendos_y_consultas",pluralismo,plurinacionalismo,poder_judicial_(estructura_y_funciones),presidencia_de_la_republica,privacidad_e_intimidad,probidad,proteccion_judicial_de_los_derechos,"proteccion,_promocion_y_respeto_de_los_derechos_humanos_y_fundamentales",republica,respeto,respeto/conservacion_de_la_naturaleza_o_medio_ambiente,respeto_a_la_naturaleza/medio_ambiente,respeto_de_derechos_de_otros,respeto_por_la_constitucion,responsabilidad,reunion_pacifica,regimen_de_gobierno_presidencial/semi-presidencial/parlamentario,seguridad,ser_elegido_en_cargos_publicos,servicio_a_la_comunidad,soberania,solidaridad,subsidiaridad,tolerancia,transparencia_y_publicidad,unidad
Los Rios/Valdivia/Panguipulli,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Los Rios/Valdivia/Valdivia,7,79,0,5,12,8,5,3,17,76,10,34,36,34,6,18,4,3,13,16,3,18,49,38,1,65,23,43,18,23,14,3,6,62,5,76,41,59,1,19,3,57,19,6,11,55,2,20,18,4,25,38,33,31,11,6,45,7,74,34,0,1,5,9,19,4,3,4,12,52,16,2,0,10,3,30,1,11,2,11,20,15,19,3,1,65,1,14,44,18,2,11,5,82,4,32,61,28,68,61,47,0,47,11,1,33,8,14,4,13,7,0
Magallanes y de la Antartica Chilena/Antartica Chilena/Cabo de Hornos,0,6,0,0,0,3,0,1,0,6,5,1,3,3,0,1,0,0,2,1,1,2,3,1,0,0,1,4,0,4,1,0,1,7,0,3,2,4,0,0,0,4,1,0,3,5,0,1,2,4,1,0,2,5,3,2,3,2,4,1,0,0,2,0,1,2,0,0,2,5,0,2,0,0,0,2,1,0,0,1,0,3,0,0,1,4,0,0,3,4,0,0,1,7,0,3,3,3,5,5,5,0,0,3,0,3,0,1,2,1,0,1
Magallanes y de la Antartica Chilena/Magallanes/Punta Arenas,2,70,3,4,9,6,7,2,12,78,15,41,39,26,8,10,5,3,21,15,1,23,36,32,1,53,22,57,13,20,7,0,4,58,4,68,35,55,2,6,3,57,28,3,11,40,2,18,24,8,17,38,36,28,9,4,52,5,63,38,0,0,7,11,14,1,1,1,11,53,13,1,1,8,6,22,2,12,5,10,8,10,12,0,8,56,1,8,42,29,3,17,8,78,4,37,44,17,49,68,44,0,31,11,0,32,3,10,1,7,7,0
Magallanes y de la Antartica Chilena/Tierra del Fuego/Porvenir,1,3,0,0,0,3,0,0,0,4,1,2,2,1,3,2,0,0,1,2,0,1,3,3,0,3,1,3,1,2,0,0,0,3,1,2,1,3,0,0,0,4,0,2,0,3,0,2,1,0,1,1,2,5,0,3,2,1,4,4,0,0,0,1,1,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,2,0,0,5,0,0,2,1,0,2,0,5,0,1,3,1,1,5,2,0,1,0,0,3,0,2,0,0,1,0
Magallanes y de la Antartica Chilena/Tierra del Fuego/Primavera,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
Magallanes y de la Antartica Chilena/Tierra del Fuego/Timaukel,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Magallanes y de la Antartica Chilena/Ultima Esperanza/Natales,0,9,0,0,1,4,1,0,3,9,6,1,2,5,0,4,1,1,4,2,0,4,3,5,0,5,4,7,3,3,4,0,0,8,0,11,4,5,0,2,2,8,4,1,3,6,3,2,3,0,1,5,2,3,0,1,5,1,7,3,0,0,1,0,1,0,2,1,4,7,1,2,0,3,1,4,0,1,0,1,0,7,3,0,4,9,0,1,6,3,1,0,3,13,0,3,9,1,4,5,6,0,5,1,1,6,0,1,1,4,1,0
Maule/Cauquenes/Cauquenes,2,27,1,1,3,4,2,2,5,29,6,9,17,15,5,3,0,2,8,11,2,7,6,14,0,11,9,24,5,2,2,1,1,17,1,20,14,20,0,7,3,15,11,2,5,14,2,7,0,2,3,7,17,10,9,3,11,2,25,17,0,0,0,7,4,0,1,0,7,27,9,6,0,1,1,15,2,1,0,4,2,8,5,0,6,18,1,0,11,14,1,4,1,18,0,20,18,5,23,26,22,0,9,6,0,10,1,8,0,5,6,3
Maule/Cauquenes/Chanco,0,8,0,0,1,1,1,2,0,9,5,2,7,4,0,0,0,0,4,2,0,1,0,1,1,2,4,8,0,3,1,0,1,2,3,8,4,4,0,1,1,2,4,2,1,7,2,3,0,2,0,0,7,6,0,3,4,0,11,1,0,0,1,0,0,0,2,2,1,9,3,2,0,0,0,5,0,1,0,0,0,3,0,0,0,1,0,0,1,3,0,1,0,5,0,10,2,1,7,6,11,0,4,7,0,4,1,5,1,0,3,0
Maule/Cauquenes/Pelluhue,0,12,0,1,2,2,1,0,2,14,5,2,11,4,0,6,0,0,2,5,1,7,2,3,1,5,2,15,4,3,1,0,1,10,1,16,10,9,0,1,3,2,6,5,4,5,0,2,1,0,2,1,15,6,5,2,3,1,22,11,0,0,1,7,6,0,1,4,4,14,4,3,0,0,1,12,0,3,0,5,2,10,2,0,3,8,0,0,11,11,0,1,1,8,0,15,8,5,17,11,11,0,4,8,0,14,0,4,0,5,1,0
Maule/Curico/Curico,2,47,2,3,4,12,3,3,11,56,8,20,29,23,11,7,2,0,16,12,4,9,21,27,3,33,19,43,12,14,11,0,3,45,6,53,19,38,1,4,7,26,21,5,7,37,3,15,19,6,19,12,21,21,10,15,36,4,46,29,0,0,7,12,8,0,2,1,23,43,11,7,1,5,5,20,3,12,2,12,5,11,10,3,3,50,1,2,28,29,0,12,7,57,6,27,34,14,40,51,29,2,22,19,2,27,8,8,0,6,13,0
Maule/Curico/Hualane,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
Maule/Curico/Licanten,0,4,0,0,0,0,0,0,1,4,0,2,2,1,0,2,0,0,1,1,0,0,1,0,0,4,1,3,1,1,1,0,0,1,0,3,1,3,0,0,0,1,1,0,2,3,0,0,2,0,0,1,2,3,0,2,2,2,6,3,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,3,4,1,4,4,2,0,1,1,0,4,0,0,0,1,0,1
Maule/Curico/Molina,0,6,0,0,1,1,0,0,0,7,0,0,3,4,2,2,1,1,1,3,0,2,1,2,0,4,2,5,2,3,0,0,0,4,0,7,2,4,0,1,1,3,1,0,0,3,0,3,1,0,2,1,3,5,2,2,3,0,8,4,0,0,1,1,0,0,0,1,2,7,0,0,0,0,0,2,0,2,0,2,1,2,1,0,4,5,0,1,2,1,1,0,1,7,0,5,7,1,6,4,2,0,2,2,0,2,0,1,0,1,1,0
Maule/Curico/Rauco,1,4,0,0,0,0,0,0,0,6,1,1,3,1,1,2,1,2,2,0,0,0,1,2,0,3,0,2,2,0,1,0,0,3,0,4,2,2,0,0,1,1,1,1,1,2,0,2,1,1,0,0,3,2,1,1,3,0,4,1,1,0,1,0,3,0,0,0,0,2,0,1,0,0,0,2,0,1,0,1,2,1,1,0,0,4,0,0,1,0,0,0,0,3,0,3,2,0,3,2,3,0,3,4,0,3,1,0,0,2,1,0
Maule/Curico/Romeral,0,9,0,1,1,1,0,1,0,11,5,1,8,4,0,2,0,1,4,3,0,1,0,6,0,8,4,10,8,5,2,0,1,7,0,12,3,8,0,2,1,2,2,2,2,8,0,4,1,1,2,2,9,8,5,5,6,2,13,5,0,0,0,2,7,0,1,1,4,11,2,2,0,0,1,4,0,1,1,4,1,6,2,1,3,7,1,0,3,10,2,0,2,11,2,7,4,9,11,8,9,0,0,6,0,6,0,5,0,5,4,2
Maule/Curico/Sagrada Familia,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,2,2,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,2,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,2,1,1,2,2,0,1,2,0,1,0,0,0,0,0,0
Maule/Curico/Teno,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,2,0,1,0,1,0,2,0,2,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule/Curico/Vichuquen,1,5,0,0,1,0,1,0,1,4,2,2,2,3,0,1,0,0,1,0,0,0,0,1,1,3,4,3,0,1,3,0,0,4,0,5,2,3,0,0,1,1,1,0,1,2,0,2,0,0,0,0,5,4,0,0,3,0,3,1,0,0,0,3,2,0,1,0,0,2,1,2,0,0,0,1,0,0,0,1,1,2,2,0,0,1,0,1,2,3,0,1,0,4,1,2,3,1,5,4,3,0,2,4,0,4,0,1,0,1,1,0
Maule/Linares/Colbun,1,0,0,0,2,0,0,0,1,3,2,0,1,1,0,2,0,0,2,0,1,1,2,0,1,1,2,2,0,3,0,0,0,3,0,4,2,1,1,0,1,2,1,0,2,1,1,1,0,1,0,0,2,3,0,0,1,1,4,1,0,0,1,1,0,1,1,0,1,2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,3,0,0,0,2,0,1,3,2,3,2,2,0,1,1,1,3,0,1,0,0,0,0
Maule/Linares/Linares,3,25,0,1,2,3,1,0,4,27,3,6,16,12,5,5,0,2,10,10,0,9,8,12,2,18,11,19,3,7,5,0,1,21,1,28,15,22,1,3,2,15,10,4,3,17,1,4,6,1,5,5,12,11,4,6,17,1,27,7,0,0,1,4,6,0,2,1,2,23,3,6,0,3,4,11,2,2,0,5,3,4,7,3,1,16,0,1,18,16,1,3,1,29,1,14,15,9,19,27,14,0,10,10,1,14,3,5,2,3,3,0
Maule/Linares/Longavi,2,5,0,0,1,0,1,0,0,5,1,1,3,1,2,1,0,0,1,2,0,0,1,1,0,5,2,4,0,0,0,0,0,4,0,3,1,3,1,1,1,2,3,1,1,1,0,3,0,0,1,0,2,5,1,1,2,0,8,0,0,0,0,1,1,0,0,0,0,5,2,0,0,0,0,1,0,0,0,1,0,3,1,0,1,3,0,0,2,2,1,0,0,3,0,2,3,2,5,4,4,0,0,3,0,4,0,2,0,0,0,0
Maule/Linares/Parral,1,4,0,0,1,0,0,0,2,4,0,1,2,0,0,1,0,0,1,0,0,1,2,3,0,3,1,4,1,1,0,0,0,0,0,4,3,4,1,0,1,1,0,0,1,3,0,2,0,0,0,1,2,0,2,0,0,0,3,3,0,0,1,0,1,0,0,0,0,4,2,1,0,1,0,3,0,1,0,2,0,0,0,0,0,1,0,0,2,2,0,1,0,3,0,3,1,0,3,4,1,0,1,1,0,3,0,0,0,1,2,0
Maule/Linares/San Javier,1,20,0,1,3,3,1,0,2,27,5,4,16,9,1,6,0,1,19,7,3,6,8,6,2,14,2,28,9,5,2,0,0,20,2,28,27,14,0,6,2,2,8,4,10,12,0,13,3,2,2,5,26,10,9,4,13,1,34,16,0,0,1,9,9,3,6,4,7,25,14,5,0,1,3,16,3,3,0,4,4,19,2,0,4,11,2,1,6,19,2,3,4,18,1,24,10,7,29,24,27,0,11,13,0,18,1,7,1,7,3,0
Maule/Linares/Villa Alegre,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Maule/Linares/Yerbas Buenas,0,2,0,0,0,0,0,0,0,3,3,1,2,1,1,2,0,0,2,0,1,1,0,1,0,1,3,1,1,0,0,0,1,3,2,3,1,2,0,0,1,4,1,0,1,4,1,1,0,0,0,2,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,3,0,1,0,3,0,2,1,1,3,2,2,0,0,1,0,2,0,0,1,1,1,0
Maule/Talca/Constitucion,0,5,0,0,1,0,0,0,1,5,3,2,3,2,1,1,1,1,3,1,1,1,1,0,0,3,4,5,1,2,1,1,0,5,0,4,3,2,1,1,0,3,3,0,1,2,0,3,1,2,0,2,3,2,1,0,3,2,7,3,0,1,0,1,1,0,1,0,2,3,0,1,0,0,1,1,0,2,0,0,1,2,3,0,0,3,0,0,3,3,1,0,1,7,0,6,4,0,3,6,5,0,2,0,0,3,1,0,0,0,5,1
Maule/Talca/Curepto,0,7,2,0,1,2,1,0,3,8,3,4,4,3,0,2,0,0,3,1,1,2,3,3,0,6,2,6,1,2,0,0,0,4,1,8,4,4,0,1,1,5,1,1,0,3,1,2,1,1,0,1,4,6,1,3,5,0,9,2,0,0,0,1,2,0,0,0,1,8,1,0,0,0,0,1,0,1,0,3,1,5,1,0,0,7,0,0,4,5,1,4,0,6,0,8,1,3,8,6,8,0,3,3,0,6,0,0,0,2,1,0
Maule/Talca/Empedrado,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule/Talca/Maule,0,6,0,0,1,3,0,0,0,8,2,3,2,6,1,2,1,0,6,2,3,1,5,4,0,4,4,6,0,2,1,0,0,6,0,10,7,5,0,2,2,3,1,1,0,4,0,2,2,1,0,1,3,3,2,1,4,2,7,4,0,0,0,3,0,0,0,2,2,6,1,3,0,0,0,3,0,0,0,1,1,2,3,0,2,9,0,0,5,5,0,1,0,9,0,4,5,3,7,8,7,0,2,5,0,5,0,2,0,2,1,0
Maule/Talca/Pelarco,0,0,0,0,0,1,0,0,0,2,2,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,2,0,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0
Maule/Talca/Pencahue,0,4,0,1,0,0,0,0,1,4,0,1,2,2,0,2,0,1,3,0,0,0,0,1,0,1,2,2,0,0,0,1,0,2,0,3,1,2,0,1,1,3,1,0,0,1,0,1,0,0,0,0,1,3,0,0,3,0,2,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,4,0,0,0,4,0,4,4,0,3,4,2,0,2,3,0,2,0,1,0,0,1,0
Maule/Talca/Rio Claro,0,1,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0
Maule/Talca/San Clemente,0,4,0,0,0,0,0,0,1,6,1,1,2,2,1,3,1,1,2,2,2,1,0,3,0,3,1,4,4,3,0,0,1,3,0,6,3,4,1,2,0,4,3,1,0,4,0,1,1,1,0,2,2,2,0,2,4,0,4,3,0,0,1,1,1,0,0,1,0,3,0,2,0,0,0,1,1,0,0,1,1,0,1,1,0,6,0,0,0,1,0,2,0,4,0,3,1,1,4,5,2,0,3,0,0,2,1,0,0,2,0,0
Maule/Talca/San Rafael,0,6,0,0,0,2,0,0,0,7,1,3,3,4,0,1,0,0,2,2,0,1,0,2,0,3,2,6,1,3,1,0,2,6,0,5,0,1,0,0,0,3,2,2,1,2,0,1,0,0,0,1,3,5,1,1,4,2,4,2,0,0,0,1,2,0,0,0,0,3,0,2,0,0,0,1,0,0,0,1,0,0,1,0,2,3,0,0,1,2,0,1,2,6,0,5,5,3,3,4,3,0,1,4,0,0,1,1,1,0,0,0
Maule/Talca/Talca,2,68,0,7,10,8,6,2,18,74,17,22,43,28,13,10,1,7,33,15,3,31,36,32,2,52,27,49,19,26,5,2,8,60,5,76,39,54,0,10,6,50,19,9,12,50,6,16,27,5,17,18,30,37,17,6,42,2,62,36,0,3,8,9,21,2,2,1,16,51,12,7,1,6,8,20,2,10,4,11,6,15,9,1,7,62,2,6,40,40,5,11,7,82,4,36,47,26,62,65,41,0,29,22,4,30,3,12,3,9,17,2
Metropolitana de Santiago/Chacabuco/Colina,1,27,0,2,2,2,1,0,6,24,7,6,18,7,1,7,1,3,5,2,0,13,18,12,3,23,16,23,11,1,2,0,10,17,3,19,9,21,0,6,5,5,11,4,0,22,1,7,12,1,8,10,17,10,6,0,14,0,31,26,0,0,0,1,2,1,2,1,5,17,4,1,0,3,2,12,1,10,2,6,1,6,7,0,0,21,1,1,20,10,1,5,4,26,4,14,15,6,26,26,13,2,14,9,0,9,2,3,3,1,5,0
Metropolitana de Santiago/Chacabuco/Lampa,2,9,0,1,1,3,0,0,2,10,4,2,4,6,1,5,0,0,5,1,0,2,4,7,1,5,1,5,3,2,3,0,1,5,1,10,6,9,0,1,1,4,4,1,0,8,0,5,4,0,2,4,7,5,3,0,1,1,6,6,0,0,3,3,0,0,2,2,6,8,4,2,0,0,1,6,1,0,0,1,1,1,1,0,0,5,0,0,5,5,1,3,0,8,0,5,5,2,12,10,8,0,2,4,1,5,2,2,2,0,1,1
Metropolitana de Santiago/Chacabuco/Tiltil,0,6,0,0,1,0,2,0,0,6,1,3,3,3,2,0,0,0,4,1,1,2,2,2,0,4,0,4,2,1,2,0,0,6,0,7,3,3,0,1,0,0,2,1,2,3,0,2,2,1,0,0,3,2,2,1,4,1,6,1,0,0,0,1,1,0,0,0,0,4,3,0,0,0,1,2,1,0,0,0,0,1,3,0,0,4,0,2,6,4,0,0,1,7,0,3,6,3,4,6,2,0,5,1,0,5,0,2,0,0,2,0
Metropolitana de Santiago/Cordillera/Pirque,1,6,0,2,2,0,0,0,0,5,0,3,5,1,1,0,0,0,0,2,0,3,5,2,0,6,4,4,1,1,1,0,1,9,0,7,4,5,1,1,0,1,3,0,0,4,0,3,6,1,1,1,5,2,0,0,2,1,5,4,0,0,0,3,1,1,0,1,2,4,0,0,0,4,0,2,0,0,0,1,0,0,0,0,1,7,1,1,4,3,0,2,0,8,0,2,5,3,4,4,2,0,2,1,0,4,1,1,1,1,2,0
Metropolitana de Santiago/Cordillera/Puente Alto,3,90,4,5,9,18,6,0,14,102,27,31,136,63,18,18,9,5,51,20,6,96,49,48,1,140,112,131,24,19,9,2,61,95,8,99,73,141,0,18,15,49,102,7,10,69,16,26,104,14,20,27,105,39,71,12,38,11,138,114,1,2,13,16,16,4,5,5,85,130,29,11,30,59,71,91,6,42,9,22,14,28,26,3,14,91,1,12,128,93,4,20,21,158,3,64,60,35,140,156,125,0,40,31,2,125,64,20,32,18,25,8
Metropolitana de Santiago/Cordillera/San Jose de Maipo,1,12,0,0,3,0,2,0,1,12,2,5,5,7,3,1,0,1,1,0,0,4,7,8,0,8,3,4,3,4,0,0,0,10,0,11,11,11,0,3,0,8,3,1,1,11,0,3,2,1,2,7,6,3,0,0,4,1,11,7,0,0,1,1,6,2,0,0,6,8,2,1,0,1,1,2,0,2,0,1,2,2,2,0,3,14,0,2,4,4,0,0,2,13,0,7,9,5,11,7,3,0,6,2,0,7,2,1,0,1,1,0
Metropolitana de Santiago/Maipo/Buin,2,11,0,1,0,3,0,0,3,12,3,4,5,4,4,1,2,0,1,2,1,4,7,8,0,9,2,9,2,6,3,0,2,7,2,9,10,6,0,3,0,4,7,1,3,10,0,2,6,1,2,4,6,4,1,1,6,1,13,3,0,0,3,3,4,0,0,0,2,7,1,1,0,2,2,2,1,0,1,3,2,1,3,0,0,14,0,2,7,1,1,4,1,10,0,4,4,4,10,8,5,0,6,1,0,5,2,4,1,2,3,0
Metropolitana de Santiago/Maipo/Calera de Tango,0,3,0,0,1,0,0,0,0,1,1,1,2,3,0,0,0,1,0,0,0,2,1,0,0,1,3,2,1,0,0,0,0,0,0,2,1,3,0,0,0,2,2,0,0,3,0,0,0,0,0,0,2,3,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,2,1,1,1,0,2,3,0,0,1,2,0,0,0,4,0,1,3,0,2,1,0,0,2,1,0,1,0,0,0,0,0,1
Metropolitana de Santiago/Maipo/Paine,1,4,0,0,0,0,0,0,3,6,1,1,4,3,3,1,0,2,3,1,0,2,3,1,0,3,0,4,2,3,0,0,0,6,0,8,3,3,0,0,0,2,0,1,1,3,0,4,0,0,3,1,3,6,1,1,4,0,6,3,0,1,0,1,1,0,0,1,0,3,0,1,0,2,0,3,0,0,0,2,1,0,2,0,0,6,0,2,4,3,0,3,1,7,0,4,6,3,5,2,5,0,3,1,0,4,1,1,0,1,0,0
Metropolitana de Santiago/Maipo/San Bernardo,3,24,1,0,2,3,0,1,7,29,5,12,13,17,7,5,0,4,12,8,2,8,11,13,1,19,15,15,11,12,7,1,4,26,3,31,20,23,4,3,1,11,13,2,5,19,1,10,11,5,7,6,11,11,5,1,8,6,27,18,0,0,1,8,7,0,1,3,10,23,6,4,0,1,1,13,0,1,3,5,5,2,6,0,4,28,0,5,13,10,1,3,3,29,1,19,17,6,24,23,13,0,13,10,1,15,2,8,3,4,4,2
Metropolitana de Santiago/Melipilla/Curacavi,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,2,0,1,2,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0
Metropolitana de Santiago/Melipilla/Maria Pinto,2,1,0,0,0,0,0,0,1,1,0,1,0,0,2,2,0,0,0,0,0,0,1,2,0,1,0,1,1,1,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1,1,0,1,1,1,0,2,1,0,1,0,1,0,1,0,0
Metropolitana de Santiago/Melipilla/Melipilla,5,17,0,1,5,2,2,0,8,23,7,5,10,11,3,7,0,1,7,2,1,3,6,16,1,15,14,16,4,6,2,0,0,20,0,24,13,19,1,5,4,11,12,0,3,19,1,9,7,0,5,5,11,13,3,5,10,2,20,14,0,1,1,9,3,1,0,0,6,20,4,2,0,0,1,7,2,1,1,7,1,6,5,0,3,22,2,2,18,6,0,0,0,24,2,6,16,7,19,21,11,0,9,11,0,13,1,3,0,2,3,1
Metropolitana de Santiago/Melipilla/San Pedro,0,2,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,2,1,1,2,1,0,0,0,0,1,0,2,0,1,1,0
